Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,geometry,index_right,HYBAS_ID,year_month,blue,green,red,nir08,swir16,swir22,NDMI,MNDWI,NDVI,EVI,SAVI,NMDI,FAI,turbidity,NDWI,red_green,swir_nir,swir2_nir,NDTI,BSI,AWEI,SI,blue,green,red,nir08,swir16,swir22,NDMI,MNDWI,NDVI,EVI,SAVI,NMDI,FAI,turbidity,NDWI,red_green,swir_nir,swir2_nir,NDTI,BSI,AWEI,SI
-29.140556,31.391944,2013-01-13,184.172,342.4,10.0,POINT (31.391944 -29.140556),1616,1090013072,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.396,29.2651,2013-01-14,75.537,151.4,10.0,POINT (29.2651 -31.396),1869,1090013640,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.554722,29.245556,2013-01-14,96.292,245.3,34.0,POINT (29.245556 -31.554722),1943,1090013660,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.818056,19.694722,2013-01-14,8.512,155.9,19.0,POINT (19.694722 -33.818056),2820,1091659560,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.01011111,26.69808333,2013-01-15,126.311,599.0,152.0,POINT (26.69808333 -27.01011111),5690,1091610030,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.065833,20.404167,2013-01-15,75.408,1235.0,17.0,POINT (20.404167 -34.065833),2800,1091660110,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.20639,27.558,2013-01-15,145.953,620.0,141.0,POINT (27.558 -25.20639),938,1091590110,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.747778,31.745833,2013-01-15,57.165,258.3,15.0,POINT (31.745833 -28.747778),1598,1091627040,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.648056,27.089444,2013-01-15,248.602,677.0,16.0,POINT (27.089444 -26.648056),5787,1091606940,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.970278,27.211111,2013-01-15,117.549,563.0,162.0,POINT (27.211111 -26.970278),5761,1091608480,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.880278,26.965,2013-01-15,172.818,669.0,193.0,POINT (26.965 -26.880278),5760,1091608460,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.98472222,26.63227778,2013-01-15,224.545,901.0,18.0,POINT (26.63227778 -26.98472222),5692,1091609920,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.568333,29.422778,2013-01-15,64.8,135.1,15.0,POINT (29.422778 -30.568333),1914,1091640470,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,7839.0,8377.0,8049.0,12644.0,10727.0,8722.0,0.0820247315048561,-0.12301088777219367,0.22205576765089644,5.351735383181924,0.3330756034503588,0.180186107716889,1.7158326954813674e-06,0.7809266337279689,-0.2029874887017744,0.9608451713023641,0.8483865865232454,0.6898133502056256,-0.01996834287105796,-0.043480475814462814,-36546.5,1.2805300226811356
-30.570833,29.150556,2013-01-15,55.774,117.6,10.0,POINT (29.150556 -30.570833),1909,1091641850,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,7839.0,8377.0,8049.0,12644.0,10727.0,8722.0,0.0820247315048561,-0.12301088777219367,0.22205576765089644,5.351735383181924,0.3330756034503588,0.180186107716889,1.7158326954813674e-06,0.7809266337279689,-0.2029874887017744,0.9608451713023641,0.8483865865232454,0.6898133502056256,-0.01996834287105796,-0.043480475814462814,-36546.5,1.2805300226811356
-31.104278,29.399722,2013-01-15,91.7,201.7,10.0,POINT (29.399722 -31.104278),1875,1091644850,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,7839.0,8377.0,8049.0,12644.0,10727.0,8722.0,0.0820247315048561,-0.12301088777219367,0.22205576765089644,5.351735383181924,0.3330756034503588,0.180186107716889,1.7158326954813674e-06,0.7809266337279689,-0.2029874887017744,0.9608451713023641,0.8483865865232454,0.6898133502056256,-0.01996834287105796,-0.043480475814462814,-36546.5,1.2805300226811356
-34.075556,20.145556,2013-01-15,29.778,429.0,14.0,POINT (20.145556 -34.075556),2802,1091660001,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.161667,23.696389,2013-01-16,92.471,240.6,72.0,POINT (23.696389 -29.161667),4445,1091629430,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.140556,31.391944,2013-01-16,25.29,190.5,16.0,POINT (31.391944 -29.140556),1616,1090013072,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.39619444,27.08983333,2013-01-16,177.361,721.0,177.0,POINT (27.08983333 -24.39619444),817,1091579500,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.45,28.085833,2013-01-16,126.802,580.0,182.0,POINT (28.085833 -26.45),5926,1091606270,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.802778,28.768333,2013-01-16,54.552,150.1,10.0,POINT (28.768333 -27.802778),6073,1091616890,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.768056,20.720556,2013-01-16,109.754,398.0,44.0,POINT (20.720556 -28.768056),3631,1091626600,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.031389,28.883333,2013-01-16,47.409,112.3,15.0,POINT (28.883333 -31.031389),1872,1091645610,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.86013889,29.07125,2013-01-16,61.974,133.1,10.0,POINT (29.07125 -30.86013889),1886,1091643410,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.77586667,29.03221667,2013-01-16,62.062,129.2,19.0,POINT (29.03221667 -30.77586667),1901,1091642440,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.501667,21.624167,2013-01-16,117.415,497.0,46.0,POINT (21.624167 -33.501667),2608,1091658340,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.405833,19.600556,2013-01-16,60.663,1491.0,17.0,POINT (19.600556 -34.405833),2871,1090015150,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.801278,31.955389,2013-01-17,61.816,300.2,10.0,POINT (31.955389 -28.801278),1590,1091626910,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.75,30.442778,2013-01-17,49.164,150.6,26.0,POINT (30.442778 -28.75),1641,1091626530,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.161667,30.629722,2013-01-17,34.867,129.0,10.0,POINT (30.629722 -29.161667),1747,1091629940,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.861111,28.884722,2013-01-17,70.449,255.1,24.0,POINT (28.884722 -26.861111),6020,1091609140,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.00222,28.76528,2013-01-17,114.636,276.0,57.0,POINT (28.76528 -27.00222),6016,1091609690,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.4275,28.525833,2013-01-17,50.286,131.4,10.0,POINT (28.525833 -27.4275),6015,1091612970,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.329722,18.990278,2013-01-17,5.0,146.6,10.0,POINT (18.990278 -34.329722),2875,1090015190,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.99136,27.84208,2013-01-21,80.721,330.8,39.0,POINT (27.84208 -25.99136),1087,1091598610,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.73806,27.59194,2013-01-21,110.982,543.0,81.0,POINT (27.59194 -26.73806),5877,1091607450,2013-01-01,8086.0,8855.0,8446.0,12960.0,11402.0,9077.0,0.0639520564814052,-0.1257343140642734,0.210875455479772,3.771724598930481,0.3163057949688179,0.1464974141984001,1.527063432149589e-06,0.7766181371689109,-0.1881732752693101,0.9538114059853082,0.8797839506172772,0.7003858024691304,-0.0236402520085542,-0.029295251137086,-38389.75,1.2876341050253948,8086.0,8855.0,8446.0,12960.0,11402.0,9077.0,0.06395205648140521,-0.12573431406427346,0.21087545547977202,3.771724598930481,0.3163057949688179,0.14649741419840012,1.527063432149589e-06,0.7766181371689109,-0.1881732752693101,0.9538114059853082,0.8797839506172772,0.7003858024691304,-0.023640252008554286,-0.029295251137086052,-38389.75,1.2876341050253948
-26.45,28.085833,2013-01-21,91.258,474.0,52.0,POINT (28.085833 -26.45),5926,1091606270,2013-01-01,8086.0,8855.0,8446.0,12960.0,11402.0,9077.0,0.0639520564814052,-0.1257343140642734,0.210875455479772,3.771724598930481,0.3163057949688179,0.1464974141984001,1.527063432149589e-06,0.7766181371689109,-0.1881732752693101,0.9538114059853082,0.8797839506172772,0.7003858024691304,-0.0236402520085542,-0.029295251137086,-38389.75,1.2876341050253948,8086.0,8855.0,8446.0,12960.0,11402.0,9077.0,0.06395205648140521,-0.12573431406427346,0.21087545547977202,3.771724598930481,0.3163057949688179,0.14649741419840012,1.527063432149589e-06,0.7766181371689109,-0.1881732752693101,0.9538114059853082,0.8797839506172772,0.7003858024691304,-0.023640252008554286,-0.029295251137086052,-38389.75,1.2876341050253948
-27.01011111,26.69808333,2013-01-22,110.686,609.0,173.0,POINT (26.69808333 -27.01011111),5690,1091610030,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.747778,31.745833,2013-01-22,30.713,165.2,11.0,POINT (31.745833 -28.747778),1598,1091627040,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,7812.0,8192.0,7938.0,8365.0,8208.0,8080.0,0.009473239606588975,-0.0009756097560975551,0.026191498497209104,-0.4112095531587057,0.03928604287422946,0.01906033750151731,1.5814821381354704e-06,0.9980506822611964,-0.010448752793380443,0.9689941406249881,0.9812313209802632,0.9659294680215067,-0.0157470551766893,-0.0009590693933112615,-24375.25,1.0019531249999878
-26.861111,28.884722,2013-01-22,102.92,409.0,51.0,POINT (28.884722 -26.861111),6020,1091609140,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8086.0,8855.0,8446.0,12960.0,11402.0,9077.0,0.06395205648140521,-0.12573431406427346,0.21087545547977202,3.771724598930481,0.3163057949688179,0.14649741419840012,1.527063432149589e-06,0.7766181371689109,-0.1881732752693101,0.9538114059853082,0.8797839506172772,0.7003858024691304,-0.023640252008554286,-0.029295251137086052,-38389.75,1.2876341050253948
-26.648056,27.089444,2013-01-22,226.859,669.0,24.0,POINT (27.089444 -26.648056),5787,1091606940,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.970278,27.211111,2013-01-22,107.096,551.0,107.0,POINT (27.211111 -26.970278),5761,1091608480,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8086.0,8855.0,8446.0,12960.0,11402.0,9077.0,0.06395205648140521,-0.12573431406427346,0.21087545547977202,3.771724598930481,0.3163057949688179,0.14649741419840012,1.527063432149589e-06,0.7766181371689109,-0.1881732752693101,0.9538114059853082,0.8797839506172772,0.7003858024691304,-0.023640252008554286,-0.029295251137086052,-38389.75,1.2876341050253948
-26.880278,26.965,2013-01-22,241.432,851.0,193.0,POINT (26.965 -26.880278),5760,1091608460,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.98472222,26.63227778,2013-01-22,96.278,352.1,18.0,POINT (26.63227778 -26.98472222),5692,1091609920,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.935,26.126667,2013-01-22,150.389,546.0,20.0,POINT (26.126667 -27.935),5531,1091618830,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.1175,26.719444,2013-01-22,195.401,1330.0,35.0,POINT (26.719444 -28.1175),5570,1091620140,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.160091,27.40124,2013-01-22,62.748,139.3,10.0,POINT (27.40124 -30.160091),5711,1091638740,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8086.0,8787.0,8634.0,12054.0,11416.0,9554.0,0.027183638687686293,-0.13012918873434576,0.16531322505800464,2.660236465463597,0.24796384464799284,0.06259811616954412,1.2293312465772033e-06,0.7697091800981012,-0.15675831294083778,0.982587913963799,0.947071511531434,0.7925999668159881,-0.008782503874634013,-0.0022393630256282602,-39803.0,1.2991919881643188
-34.031944,22.053333,2013-01-22,24.47,399.0,20.0,POINT (22.053333 -34.031944),2585,1090014870,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.039722,22.133333,2013-01-22,24.679,284.4,13.0,POINT (22.133333 -34.039722),2585,1090014870,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.45963889,28.26430556,2013-01-22,146.552,538.0,10.0,POINT (28.26430556 -25.45963889),1043,1091591390,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.338333,31.373611,2013-01-22,85.624,243.0,26.0,POINT (31.373611 -28.338333),1562,1091622680,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,7864.0,8433.0,8089.0,14675.0,11237.0,8905.0,0.1326798394566219,-0.1425521098118956,0.28931646459321736,3.892434988179669,0.43396516505963234,0.2785384428420945,2.092121576424688e-06,0.7504672065497842,-0.2701229011597715,0.9592078738289938,0.765724020442925,0.6068143100511032,-0.020820723883306982,-0.07674668577570745,-39373.5,1.3325032609984426
-28.068333,31.55,2013-01-22,44.85,158.0,10.0,POINT (31.55 -28.068333),1557,1091620250,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,7864.0,8433.0,8089.0,14675.0,11237.0,8905.0,0.1326798394566219,-0.1425521098118956,0.28931646459321736,3.892434988179669,0.43396516505963234,0.2785384428420945,2.092121576424688e-06,0.7504672065497842,-0.2701229011597715,0.9592078738289938,0.765724020442925,0.6068143100511032,-0.020820723883306982,-0.07674668577570745,-39373.5,1.3325032609984426
-29.161667,23.696389,2013-01-23,99.694,234.4,10.0,POINT (23.696389 -29.161667),4445,1091629430,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.81048333,27.90955222,2013-01-23,123.276,507.0,10.0,POINT (27.90955222 -25.81048333),1068,1091597252,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.744167,29.905833,2013-01-23,25.0,51.5,5.0,POINT (29.905833 -29.744167),1797,1091634730,2013-01-01,7874.0,8051.0,7840.0,7847.0,7799.0,7675.0,0.0030678767736162,0.0158990536277601,0.000446229361892,-0.0041996640268778,0.0006693227091633,0.0062152013466268,-1.7073216440621766e-07,1.0323118348506086,0.0128318027424833,0.9737920755185572,0.9938830126162738,0.9780807952083476,-0.013277956075766,-0.0026147959183673,-22060.0,0.9686995404297484,7874.0,8051.0,7840.0,7847.0,7799.0,7675.0,0.0030678767736162403,0.015899053627760153,0.0004462293618920125,-0.004199664026877849,0.0006693227091633466,0.006215201346626878,-1.7073216440621763e-07,1.0323118348506086,0.012831802742483332,0.9737920755185571,0.9938830126162738,0.9780807952083475,-0.013277956075766073,-0.002614795918367339,-22060.0,0.9686995404297483
-27.00222,28.76528,2013-01-23,107.087,279.9,10.0,POINT (28.76528 -27.00222),6016,1091609690,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.38972222,26.46388889,2013-01-23,115.563,606.0,161.0,POINT (26.46388889 -27.38972222),5592,1091613540,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.141944,26.417778,2013-01-23,203.383,534.0,114.0,POINT (26.417778 -28.141944),5569,1091620130,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.398611,26.614722,2013-01-23,280.411,855.0,104.0,POINT (26.614722 -27.398611),5614,1091613580,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.336111,27.359444,2013-01-23,66.528,142.2,10.0,POINT (27.359444 -30.336111),5653,1091639790,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.058889,31.237222,2013-01-24,68.084,323.7,118.0,POINT (31.237222 -24.058889),56,1091575660,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8084.0,8659.0,8322.0,11889.0,9797.0,8505.0,0.0964677672230928,-0.06166016471608116,0.17648805106130325,7.481124161073826,0.26472552754619894,0.19741436255543834,2.418306394247338e-06,0.8838419924466583,-0.15719291415222894,0.9610809562305005,0.8240390276726316,0.7153671461014323,-0.01984570991107697,-0.048671637089152446,-30913.0,1.1314239519574878
-28.44555556,32.325,2013-03-21,80.976,208.1,10.0,POINT (32.325 -28.44555556),1541,1091623322,2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.1175,26.719444,2013-01-24,201.755,1353.0,35.0,POINT (26.719444 -28.1175),5570,1091620140,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.671111,27.236944,2013-01-24,128.032,318.5,86.0,POINT (27.236944 -27.671111),5748,1091616320,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.641944,30.6875,2013-01-28,31.215,171.1,12.0,POINT (30.6875 -29.641944),1759,1091633490,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.758889,30.935278,2013-01-28,39.101,201.0,10.0,POINT (30.935278 -29.758889),1756,1091634560,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.398056,30.601944,2013-01-28,61.426,261.0,13.0,POINT (30.601944 -30.398056),1807,1090013360,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.27402,30.69602,2013-01-28,124.389,506.0,21.0,POINT (30.69602 -30.27402),1803,1090013320,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.45,28.085833,2013-01-28,118.388,597.0,52.0,POINT (28.085833 -26.45),5926,1091606270,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.02861,22.22222,2013-01-28,27.604,349.6,10.0,POINT (22.22222 -34.02861),2583,1090014850,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.31388889,19.07472222,2013-01-28,22.61,182.3,64.0,POINT (19.07472222 -33.31388889),2925,1091656820,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.01011111,26.69808333,2013-01-29,129.674,602.0,52.0,POINT (26.69808333 -27.01011111),5690,1091610030,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8717.0,9603.0,9541.0,14371.0,14000.0,10946.0,0.013076733283987126,-0.18628987840528669,0.20199063231850117,1.9349411104879417,0.3029796131730267,0.03278253954228123,1.0832027328433469e-06,0.6859285714285666,-0.19888212229915742,0.9935436842653234,0.9741841207988242,0.7616728133045664,-0.0032386126201420645,0.00971498423727721,-51282.25,1.4578777465375252
-25.127778,27.628889,2013-01-29,176.38,568.0,166.0,POINT (27.628889 -25.127778),934,1091590040,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.20639,27.558,2013-01-29,151.694,612.0,27.0,POINT (27.558 -25.20639),938,1091590110,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8438.0,9182.0,9057.0,13544.0,12493.0,10022.0,0.0403656335215269,-0.15275663206458984,0.19853103844962613,2.437527162103433,0.29778996969227706,0.09491556037207537,1.30587795865722e-06,0.7349715840870829,-0.1919387485699199,0.9863864081899261,0.9224010632014108,0.7399586532781989,-0.00685344591260482,-0.009923734264449117,-44190.5,1.3605968198649383
-24.39619444,27.08983333,2013-01-29,162.793,649.0,71.0,POINT (27.08983333 -24.39619444),817,1091579500,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.69514,27.40906,2013-01-29,177.872,687.0,142.0,POINT (27.40906 -24.69514),867,1091584200,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.363611,31.783333,2013-01-29,55.788,186.2,10.0,POINT (31.783333 -27.363611),1373,1091613262,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.735556,29.820556,2013-01-29,31.212,97.8,16.0,POINT (29.820556 -28.735556),1670,1091625302,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.861111,28.884722,2013-01-29,111.355,363.6,112.0,POINT (28.884722 -26.861111),6020,1091609140,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.98472222,26.63227778,2013-01-29,136.535,550.0,18.0,POINT (26.63227778 -26.98472222),5692,1091609920,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8717.0,9603.0,9541.0,14371.0,14000.0,10946.0,0.013076733283987126,-0.18628987840528669,0.20199063231850117,1.9349411104879417,0.3029796131730267,0.03278253954228123,1.0832027328433469e-06,0.6859285714285666,-0.19888212229915742,0.9935436842653234,0.9741841207988242,0.7616728133045664,-0.0032386126201420645,0.00971498423727721,-51282.25,1.4578777465375252
-27.398611,26.614722,2013-01-29,213.368,772.0,104.0,POINT (26.614722 -27.398611),5614,1091613580,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,8717.0,9603.0,9541.0,14371.0,14000.0,10946.0,0.013076733283987126,-0.18628987840528669,0.20199063231850117,1.9349411104879417,0.3029796131730267,0.03278253954228123,1.0832027328433469e-06,0.6859285714285666,-0.19888212229915742,0.9935436842653234,0.9741841207988242,0.7616728133045664,-0.0032386126201420645,0.00971498423727721,-51282.25,1.4578777465375252
-33.7075,18.97444444,2013-01-29,15.66,61.3,20.0,POINT (18.97444444 -33.7075),2933,1091658401,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.005833,22.351111,2013-01-29,25.068,703.0,15.0,POINT (22.351111 -34.005833),2581,1090014830,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.641944,30.6875,2013-01-30,44.096,207.3,27.0,POINT (30.6875 -29.641944),1759,1091633490,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.380556,30.2775,2013-01-30,26.494,98.4,12.0,POINT (30.2775 -29.380556),1774,1091632230,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.648056,27.089444,2013-01-30,219.897,657.0,10.0,POINT (27.089444 -26.648056),5787,1091606940,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.042222,24.6,2013-01-30,130.729,475.0,19.0,POINT (24.6 -29.042222),4742,1091628440,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.028629,24.638389,2013-01-30,224.557,916.0,10.0,POINT (24.638389 -29.028629),4796,1091629090,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.595833,19.009444,2013-01-30,12.801,94.2,16.0,POINT (19.009444 -32.595833),3021,1091653130,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.13083,18.86278,2013-01-30,20.629,130.8,17.0,POINT (18.86278 -33.13083),2921,1091655860,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.905,32.324722,2013-01-31,109.01,400.0,38.0,POINT (32.324722 -26.905),1338,1091608280,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.935,26.126667,2013-01-31,132.395,661.0,51.0,POINT (26.126667 -27.935),5531,1091618830,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.1175,26.719444,2013-01-31,205.29,1352.0,35.0,POINT (26.719444 -28.1175),5570,1091620140,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.902778,24.615556,2013-01-31,176.519,1078.0,10.0,POINT (24.615556 -27.902778),4905,1091619512,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.160091,27.40124,2013-01-31,45.73,114.6,20.0,POINT (27.40124 -30.160091),5711,1091638740,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.38056,19.30167,2013-01-31,213.68,571.0,173.0,POINT (19.30167 -33.38056),2848,1091658222,2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32.502778,19.535833,2013-02-01,21.075,141.5,11.0,POINT (19.535833 -32.502778),3051,1091651680,2013-02-01,,,,,,,,,,,,,,,,,,,,,,,8621.0,9280.0,9533.0,11765.0,12799.0,11178.0,-0.042094121478586384,-0.15938221839757163,0.10479857263592826,1.2957157784743991,0.15719416860342278,-0.10193217665615041,6.834052328485996e-07,0.7250566450503889,-0.11808030411023997,1.0272629310344716,1.0878878028049206,0.9501062473438083,0.013448147557539928,0.04555456716138385,-47756.75,1.3792025862068817
-25.99136,27.84208,2013-02-04,96.784,420.0,21.0,POINT (27.84208 -25.99136),1087,1091598610,2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.73806,27.59194,2013-02-04,103.939,538.0,81.0,POINT (27.59194 -26.73806),5877,1091607450,2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.45,28.085833,2013-02-04,113.129,585.0,160.0,POINT (28.085833 -26.45),5926,1091606270,2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
